ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
,"Triptych of the Crucifixion with Saints Anthony, Christopher, James and George",https://www.artic.edu/artworks/90071/triptych-of-the-crucifixion-with-saints-anthony-christopher-james-and-george,"https://www.artic.edu/iiif/2/cc179e1f-83df-7ddb-7e3c-8816f0c446d9/full/600,/0/default.jpg",chicago_art_gallery_cc179e1f-83df-7ddb-7e3c-8816f0c446d9.jpg,"Count Johann Nepomuk Wilczek (d. 1922), Burg Kreuzenstein, near Vienna [in a letter of 31 March, 1947, Abris Silberman stated to Art Institute director Daniel Catton Rich that he had acquired the picture “about twenty-five years ago” from the Wilczek collection; letter in AIC archives]; Kunsthandlung Silbermann, Vienna, about 1922; sold to Dr. Oskar Bondy (d.  1944), Vienna and New York; his widow Elisabeth Soinig Bondy until shortly before March 1947 [in a letter of 5 March, 1947 Abris Silberman stated, “We have re-acquired [the triptych] from Mrs. Bondy recently”; letter in Art Institute archives; the painting was not among the objects sealed in the Bondy’s Vienna apartment in 1938; for this list see Sophie Lillie, Was einmal war:  Handbuch der enteigneten Kunstsammlungen Wiens, Vienna, 2003, pp. 218-44]; A. and E. Silberman, New York, 1947; acquired by the Art Institute with de-accession funds, 1947.", 1390–1410,Tempera and oil (estimated) on panel,200.0
"Domenico Beccafumi, called Il Mecarino",Saint Ignatius of Antioch Disemboweled by Trajan's Torturers,https://www.artic.edu/artworks/66018/saint-ignatius-of-antioch-disemboweled-by-trajan-s-torturers,"https://www.artic.edu/iiif/2/fd98e213-b300-e4e4-cda2-e9bd12911071/full/600,/0/default.jpg",chicago_art_gallery_fd98e213-b300-e4e4-cda2-e9bd12911071.jpg,"Probably Compagnia di San Michele Arcangelo, Siena, by 1525/27 [the Confraternity of St. Michael Archangel possessed a relic of the St. Ignatius referred to in the inscription on the painting; see F. Bisogni, 1981, pp. 32, 34, 46, no. 44].  Probably Chigi-Saracini collection, Palazzo Chigi-Saracini, Siena, by 1819 [the Chigi-Saracini possession is suggested by F. Bisogni, 1981, pg. 34, citing Relazione in compendio delle cose più notabili nel Palazzo e Galleria Saracini di Siena, Siena, 1819, p. 66].  Richard L. Feigen, New York, 1981-86; given to the Art Institute, 1986.", 1520–1530,Oil on panel,200.0
Martin de Soria,Saint Christopher Taking Leave of the King Who Feared Satan; Saint Christopher and His Converts,https://www.artic.edu/artworks/15717/saint-christopher-taking-leave-of-the-king-who-feared-satan-saint-christopher-and-his-converts,"https://www.artic.edu/iiif/2/2e511440-57e2-83e6-593c-9b71390d233b/full/600,/0/default.jpg",chicago_art_gallery_2e511440-57e2-83e6-593c-9b71390d233b.jpg,"Possibly from the monastery of Piedra, near Saragossa [Gudiol 1953, p. 302,]. Charles Deering, Palau “Marycel,” Sitges, near Barcelona, and Chicago, before 1921 [a photograph shows the panels installed at “Marycel”; the paintings and other works from Deering’s collection were placed on loan at the Art Institute in 1921; loan agreement, Nov. 18, 1921, Art Institute Archives].; given to his daughters Mrs. Chauncey McCormick and Mrs. Richard E. Danielson, 1924; Mrs. Chauncey McCormick, in a division of their joint property, 1937 [registrar’s records]; given to the Art Institute, 1962.", 1450–1487,Tempera with oil glazes on panel,200.0
Jacob Cornelisz. van Oostsanen,The Virgin and Saint John the Evangelist,https://www.artic.edu/artworks/25787/the-virgin-and-saint-john-the-evangelist,"https://www.artic.edu/iiif/2/4a17bb4f-36a8-e032-506f-77f8a214877b/full/600,/0/default.jpg",chicago_art_gallery_4a17bb4f-36a8-e032-506f-77f8a214877b.jpg,"Pairing the figures of the Virgin Mary and Saint John the Evangelist, this panel was probably once the right half of a diptych. A representation of Christ after the Crucifixion, a type characterized as the “Man of Sorrows,” probably filled the lost left-hand panel and would have been the object of the tearful gazes of Mary and John and also of the meditation of the diptych’s owner. The textured gold background suggests that the figures exist in a visionary space, suited to the meditative function of the ensemble. The painting’s style and its underdrawing suggest that it may be the work of one of Jacob Cornelisz.’s close associates, an artist who has been named for a sketchbook preserved in Berlin.", 1510–1530,Oil on panel,200.0
French School,Altarpiece from Thuison-les-Abbeville: Saint Hugh of Lincoln,https://www.artic.edu/artworks/16321/altarpiece-from-thuison-les-abbeville-saint-hugh-of-lincoln,"https://www.artic.edu/iiif/2/e8e1ca3a-ec2f-d27e-20ea-c13728bc8eca/full/600,/0/default.jpg",chicago_art_gallery_e8e1ca3a-ec2f-d27e-20ea-c13728bc8eca.jpg,"This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived.  The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.", 1490–1500,Oil on panel,200.0
,Saint Jerome in Penitence,https://www.artic.edu/artworks/236975/saint-jerome-in-penitence,"https://www.artic.edu/iiif/2/bbe2f986-077d-1308-bae3-99918ec8bbe7/full/600,/0/default.jpg",chicago_art_gallery_bbe2f986-077d-1308-bae3-99918ec8bbe7.jpg,"Saint Jerome, known for translating the Bible into Latin, was a popular subject for paintings in the Renaissance, a period of renewed interest in secular and religious learning. Artists typically depicted him as a scholar in his study or as an ascetic in the wilderness, but this portrait-like image combines both themes. The books before him on the desk suggest his learned character, while the crucifix and skull he contemplates as he beats his breast with a rock evoke his hermetic activities. The saint displays the nervous, exaggerated gestures often found in work by this artist, known as the Master of the Lille Adoration.", 1525–1530,Oil on panel,200.0
,Liberation of Saint Peter from Prison,https://www.artic.edu/artworks/36495/liberation-of-saint-peter-from-prison,"https://www.artic.edu/iiif/2/d4f6a55e-a66a-fa8f-22d8-49cf88764082/full/600,/0/default.jpg",chicago_art_gallery_d4f6a55e-a66a-fa8f-22d8-49cf88764082.jpg,"The Art Institute of Chicago, Annual Report 1970-71 (Chicago, 1971), p. 26.", 1595–1605,Oil on panel,200.0
Northern Netherlandish School,Saint Augustine and an Augustinian Canoness,https://www.artic.edu/artworks/16264/saint-augustine-and-an-augustinian-canoness,"https://www.artic.edu/iiif/2/1d9d6627-ce60-028f-51d2-5522dea3beea/full/600,/0/default.jpg",chicago_art_gallery_1d9d6627-ce60-028f-51d2-5522dea3beea.jpg,"Michele Manzi, Paris [according to receipt from the Cottier Gallery, Apr. 29, 1912; and a letter from Alfred Chatain to Walter Fearon of the Cottier Gallery, Mar. 28, 1910, both in Art Institute Archives]. Cottier Gallery, New York, by 1910; sold to Martin A. Ryerson (d. 1932), Chicago, Apr. 29, 1912 [receipt cited above]; on loan to the Art Institute from 1913; bequeathed to the Art Institute, 1933.", 1525–1550,Oil on panel,200.0
"Jean Hey, (the Master of Moulins)",Fragment from Christ Carrying the Cross: Saint John the Evangelist,https://www.artic.edu/artworks/25749/fragment-from-christ-carrying-the-cross-saint-john-the-evangelist,"https://www.artic.edu/iiif/2/266ebd5c-bc67-1e1e-9696-5a8e40e6de80/full/600,/0/default.jpg",chicago_art_gallery_266ebd5c-bc67-1e1e-9696-5a8e40e6de80.jpg,"These two fragments are all that remain of a painting of Christ carrying the Cross by Jean Hey, the leading painter working in France at the end of the 15th century. Saint John the Evangelist was acquired by the Chicago collector Martin Ryerson in the 1890s; Mourning Virgin, recently identified as a fragment of the same work, was acquired in 2004. Technical examination showed traces of the cross and the head of Christ on both fragments and also provided evidence to connect them to another panel in Kelvingrove Art Gallery and Museum, Glasgow, depicting a saint and donor. These fragments were thus formerly part of an intensely emotional image of Christ’s road to Calvary, which would have formed the left half of a diptych, or portable folding altarpiece, with the representation of the donor in prayer on the right.", 1500–1505,Oil on panel,200.0
Master Palanquinos,The Beheading of Saint John the Baptist,https://www.artic.edu/artworks/102090/the-beheading-of-saint-john-the-baptist,"https://www.artic.edu/iiif/2/956d658b-a59f-ee53-19eb-db81e526df36/full/600,/0/default.jpg",chicago_art_gallery_956d658b-a59f-ee53-19eb-db81e526df36.jpg,"George F. Harding, Jr. (died 1939), Chicago; bequeathed to the George F. Harding Museum, Chicago; offered for sale, Sotheby’s, New York, December 2, 1976, lot 240 (ill.), withdrawn; transferred to the Art Institute, 1984.", 1490–1500,Tempera and oil on panel,200.0
Adam Elsheimer,Saint John the Baptist in the Wilderness,https://www.artic.edu/artworks/213758/saint-john-the-baptist-in-the-wilderness,"https://www.artic.edu/iiif/2/50fdb185-fb4f-dad3-ed35-0add5467c780/full/600,/0/default.jpg",chicago_art_gallery_50fdb185-fb4f-dad3-ed35-0add5467c780.jpg,"Adam Elsheimer’s small paintings on copper show his remarkable ability to create imaginary, highly composed landscapes. On his arrival in Rome in 1600, Elsheimer was inspired by the city’s antique monuments and its extraordinary artistic environment. In this work, the wooded landscape teeming with wildlife is indebted to painting from Northern Europe, while the youthful saint echoes ancient Greek and Roman sculpture in a pose that reveals both his active mind and his physical strength. Though Elsheimer died in Rome at a relatively young age, his painting profoundly influenced his fellow artists, including Peter Paul Rubens.", 1597–1608,Oil on copper,200.0
Paul Camille Guigou,The Banks of the River Durance at Saint Paul,https://www.artic.edu/artworks/109693/the-banks-of-the-river-durance-at-saint-paul,"https://www.artic.edu/iiif/2/c7686c63-3aca-64b6-6710-02f34ccd0767/full/600,/0/default.jpg",chicago_art_gallery_c7686c63-3aca-64b6-6710-02f34ccd0767.jpg,"Mrs. W.H. Miller [letter of August 17, 1998 from Gloria Williams in curatorial file]; sold, Sotheby’s, London, July 1, 1964, lot 157 to Arthur Tooth; acquired by the Norton Simon Museum, Los Angeles; sold, Sotheby’s Parke-Bernet, New York, May 12, 1978, lot 179.  William Beadleston Inc., together with Artemis, London; acquired by the Art Institute as partial gift of the Searle Family Trust in 1986.", 1864,Oil on canvas,200.0
Northern Netherlandish School,Saint Gertrude of Nivelles and an Augustinian Canoness,https://www.artic.edu/artworks/16267/saint-gertrude-of-nivelles-and-an-augustinian-canoness,"https://www.artic.edu/iiif/2/319025af-5250-3de1-5436-d8ed3586b133/full/600,/0/default.jpg",chicago_art_gallery_319025af-5250-3de1-5436-d8ed3586b133.jpg,"Michele Manzi, Paris [according to receipt from the Cottier Gallery, Apr. 29, 1912; and a letter from Alfred Chatain to Walter Fearon of the Cottier Gallery, Mar. 28, 1910, both in Art Institute Archives]. Cottier Gallery, New York, by 1910; sold to Martin A. Ryerson (d. 1932), Chicago, Apr. 29, 1912 [receipt cited above]; on loan to the Art Institute from 1913; bequeathed to the Art Institute, 1933.", 1525–1550,Oil on panel,200.0
Follower of Paolo Veronese,Virgin and Child with Saints John the Baptist and Anthony Abbot,https://www.artic.edu/artworks/4085/virgin-and-child-with-saints-john-the-baptist-and-anthony-abbot,"https://www.artic.edu/iiif/2/0ccbf8fe-3d94-b231-a6a8-018e67a42d77/full/600,/0/default.jpg",chicago_art_gallery_0ccbf8fe-3d94-b231-a6a8-018e67a42d77.jpg,"New York, Thomas Agnew and Sons, Paintings by Old Masters of the Venetian School, November 1–December 31, 1927, no. 21.", 1570–1630,Oil on canvas,200.0
Jean Baptiste Henri Deshays,Saint John the Baptist Preaching in the Desert,https://www.artic.edu/artworks/105704/saint-john-the-baptist-preaching-in-the-desert,"https://www.artic.edu/iiif/2/651f90ff-ddbd-9343-055b-0c07134c891c/full/600,/0/default.jpg",chicago_art_gallery_651f90ff-ddbd-9343-055b-0c07134c891c.jpg,"Eugène Féral (d. 1900), Paris; sold Hôtel Drouot, Paris, April 22–24, 1901, no. 13, as François Boucher, for Fr 320 [price according to an annotated sale catalogue in the Getty Research Institute, Los Angeles, and Pannier 1907]. Bourdier [according to a letter from Michel Strauss to John Maxon dated November 26, 1962, in curatorial files]. Alphonse Kann, Paris; sold Galerie Georges Petit, Paris, December 6–8, 1920, no. 5, as François Boucher, to Jules Strauss, for Fr 19,000; Jules Strauss (d. 1943), Paris; sold Galerie Charpentier, Paris, May 27, 1949, no. 14 (ill.), as François Boucher, to his grandson, Michel Strauss, London, for Fr 340,000 [according to an annotated sale catalogue at Galerie Heim, Paris]; sold by Michel Strauss to Mrs. Sterling Morton (d. 1969), Santa Barbara and Chicago, 1963 [according to registrar’s records]; by descent to her daughter, Suzette Morton Davidson, Chicago; on loan to the Art Institute, 1978; given to the Art Institute, 1979.", 1758–1764,Oil on canvas,200.0
Antonio Rimpatta,The Holy Family with Four Saints and a Female Donor,https://www.artic.edu/artworks/111250/the-holy-family-with-four-saints-and-a-female-donor,"https://www.artic.edu/iiif/2/ed291bcf-adaa-4acb-aafb-c092b0fd8351/full/600,/0/default.jpg",chicago_art_gallery_ed291bcf-adaa-4acb-aafb-c092b0fd8351.jpg,"Acquired either by James Hughes Smith-Barry (1746?–1801) or by his eldest son John Smith-Barry (b. 1793), both of Marbury Hall, near Northwich, Cheshire, and Fota Island, County Cork, Ireland; by descent to Arthur Hugh Smith-Barry (d. 1925), first and last Lord Barrymore; by descent to his daughter the Honorable Mrs. Dorothy Elizabeth Bell of Fota Island, County Cork, Ireland; sold Sotheby’s, London, June 21, 1933, no. 44 (ill.), as Boltraffio. Sold Sotheby’s, London, March 23, 1960, no. 116 (ill.), as Giovanni Antonio Boltraffio, to H. M. Calmann [according to annotated sale catalogue, Ryerson Library, the Art Institute of Chicago]. H. M. Calmann, London, 1960–63; sold by Calmann to the Art Institute of Chicago, 1963.", 1505–1515,Oil on panel,200.0
Veronica Stern,Madonna and Child Appearing to Saint Louis Gonzaga,https://www.artic.edu/artworks/49439/madonna-and-child-appearing-to-saint-louis-gonzaga,"https://www.artic.edu/iiif/2/4bf91735-17c3-2065-1686-20d6adcc3e6f/full/600,/0/default.jpg",chicago_art_gallery_4bf91735-17c3-2065-1686-20d6adcc3e6f.jpg,"Nanna Rasmussen Lothe (died 1957), Lake Forest, Illinois; sold Parke-Bernet, New York, April 18–19, 1958, lot 321, as French, 18th century, after Murillo to Clarke [see copy of catalogue annotated by Clarke and receipt in curatorial file]; Mr. and Mrs. John W. Clarke, Chicago; given to the Art Institute, 1975 [the attribution to Veronica Stern was made in 1975 by Anthony Clarke in a letter to Patrice Marandel in curatorial file].", 1740–1760,Oil on vellum,200.0
French School,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Virgin and Child",https://www.artic.edu/artworks/16307/panels-from-the-high-altar-of-the-charterhouse-of-saint-honore-thuison-les-abbeville-virgin-and-child,"https://www.artic.edu/iiif/2/69a96c88-813f-1139-b3cc-c0c14b3a0fdb/full/600,/0/default.jpg",chicago_art_gallery_69a96c88-813f-1139-b3cc-c0c14b3a0fdb.jpg,"This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived.  The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.", 1490–1500,Oil on panel,200.0
Venetian School,Saint Monica from an Augustinian altarpiece,https://www.artic.edu/artworks/102096/saint-monica-from-an-augustinian-altarpiece,"https://www.artic.edu/iiif/2/af9fd892-6b39-27b9-0126-01de127c22a1/full/600,/0/default.jpg",chicago_art_gallery_af9fd892-6b39-27b9-0126-01de127c22a1.jpg,"Robert Jenkins Nevin (died 1906), Rome, by 1906; his estate sale, Galleria Sangiorgi, Rome, April 22, 1907, no. 41, as school of Vivarini, with 1984.24b–g to Frascione, Florence [according to a letter from F. Mason Perkins to Bernard Berenson dated November 15, 1907, Biblioteca Berenson, Villa I Tatti, Fiesole, copy in curatorial file]; probably sold to Achille Chiesa (died 1921), Milan; his son Achillito Chiesa, Milan, by 1926; his sale, American Art Association, New York, pt. 2, April 16, 1926, no. 59, as Workshop of the Vivarini, for $6,300 to Clapp & Graham, with 1984.24b–g [price and buyer according to American Art Sales 1925]; Kaftal 1965 states that it was on the Milan market in 1930, but an annotated photograph in the Fototeca I Tatti, under Antonio da Fabriano states the polyptych was with the Florentine dealer Luigi Albrighi in 1930 [see Kaftal 1965 and the annotated photograph, Villa I Tatti, Fiesole, copy in curatorial file]; possibly Dan Fellows Platt, Englewood, New Jersey, by 1932, as Antonio da Fabriano [according to Berenson 1932, but the annotated photograph at I Tatti cited above lists Platt but adds in parenthesis “Perkins says no”]. George F. Harding, Jr. (died 1939), Chicago; bequeathed to The George F. Harding Museum, Chicago; offered for sale along with 1984.24b–g, Sotheby’s, New York, December 2, 1976, no. 180, withdrawn; transferred to the Art Institute, 1984.", 1450–1475,Tempera and oil on panel,200.0
Venetian School,The Assumption of the Virgin with Saints from an Augustinian altarpiece,https://www.artic.edu/artworks/139886/the-assumption-of-the-virgin-with-saints-from-an-augustinian-altarpiece,"https://www.artic.edu/iiif/2/26ea6163-7d98-9bce-704c-2518a0723c2e/full/600,/0/default.jpg",chicago_art_gallery_26ea6163-7d98-9bce-704c-2518a0723c2e.jpg,"Robert Jenkins Nevin (died 1906), Rome, by 1906; his estate sale, Galleria Sangiorgi, Rome, April 22, 1907, no. 41, as school of Vivarini, with 1984.24a–c, e–g to Frascione, Florence [according to a letter from F. Mason Perkins to Bernard Berenson dated November 15, 1907, Biblioteca Berenson, Villa I Tatti, Fiesole, copy in curatorial file]; probably sold to Achille Chiesa (died 1921), Milan; his son Achillito Chiesa, Milan, by 1926; his sale, American Art Association, New York, pt. 2, April 16, 1926, no. 59, as Workshop of the Vivarini, for $6,300 to Clapp & Graham, with 1984.24a–c, e–g [price and buyer according to American Art Sales 1925]; Kaftal 1965 states that it was on the Milan market in 1930, but an annotated photograph in the Fototeca I Tatti, under Antonio da Fabriano states the polyptych was with the Florentine dealer Luigi Albrighi in 1930 [see Kaftal 1965 and the annotated photograph, Villa I Tatti, Fiesole, copy in curatorial file]; possibly Dan Fellows Platt, Englewood, New Jersey, by 1932, as Antonio da Fabriano [according to Berenson 1932, but the annotated photograph at I Tatti cited above lists Platt but adds in parenthesis “Perkins says no”]. George F. Harding, Jr. (died 1939), Chicago; bequeathed to The George F. Harding Museum, Chicago; offered for sale along with 1984.24a–c, e–g, Sotheby’s, New York, December 2, 1976, no. 180, withdrawn; transferred to the Art Institute, 1984.", 1450–1475,Tempera and oil on panel,200.0
Venetian School,Saint Anthony Abbot from an Augustinian altarpiece,https://www.artic.edu/artworks/139888/saint-anthony-abbot-from-an-augustinian-altarpiece,"https://www.artic.edu/iiif/2/b8e83afa-d1ec-95a2-12d8-deeecb9fa2b4/full/600,/0/default.jpg",chicago_art_gallery_b8e83afa-d1ec-95a2-12d8-deeecb9fa2b4.jpg,"Robert Jenkins Nevin (died 1906), Rome, by 1906; his estate sale, Galleria Sangiorgi, Rome, April 22, 1907, no. 41, as school of Vivarini, with 1984.24a–e, g to Frascione, Florence [according to a letter from F. Mason Perkins to Bernard Berenson dated November 15, 1907, Biblioteca Berenson, Villa I Tatti, Fiesole, copy in curatorial file]; probably sold to Achille Chiesa (died 1921), Milan; his son Achillito Chiesa, Milan, by 1926; his sale, American Art Association, New York, pt. 2, April 16, 1926, no. 59, as Workshop of the Vivarini, for $6,300 to Clapp & Graham, with 1984.24a–e, g [price and buyer according to American Art Sales 1925]; Kaftal 1965 states that it was on the Milan market in 1930, but an annotated photograph in the Fototeca I Tatti, under Antonio da Fabriano states the polyptych was with the Florentine dealer Luigi Albrighi in 1930 [see Kaftal 1965 and the annotated photograph, Villa I Tatti, Fiesole, copy in curatorial file]; possibly Dan Fellows Platt, Englewood, New Jersey, by 1932, as Antonio da Fabriano [according to Berenson 1932, but the annotated photograph at I Tatti cited above lists Platt but adds in parenthesis “Perkins says no”]. George F. Harding, Jr. (died 1939), Chicago; bequeathed to The George F. Harding Museum, Chicago; offered for sale along with 1984.24a–e, g, Sotheby’s, New York, December 2, 1976, no. 180, withdrawn; transferred to the Art Institute, 1984.", 1450–1475,Tempera and oil on panel.,200.0
Venetian School,Saint Nicholas of Tolentino from an Augustinian altarpiece,https://www.artic.edu/artworks/139885/saint-nicholas-of-tolentino-from-an-augustinian-altarpiece,"https://www.artic.edu/iiif/2/297d433a-dba2-d978-1d40-cb77fb6b6175/full/600,/0/default.jpg",chicago_art_gallery_297d433a-dba2-d978-1d40-cb77fb6b6175.jpg,"Robert Jenkins Nevin (died 1906), Rome, by 1906; his estate sale, Galleria Sangiorgi, Rome, April 22, 1907, no. 41, as school of Vivarini, with 1984.24a–b, d–g to Frascione, Florence [according to a letter from F. Mason Perkins to Bernard Berenson dated November 15, 1907, Biblioteca Berenson, Villa I Tatti, Fiesole, copy in curatorial file]; probably sold to Achille Chiesa (died 1921), Milan; his son Achillito Chiesa, Milan, by 1926; his sale, American Art Association, New York, pt. 2, April 16, 1926, no. 59, as Workshop of the Vivarini, for $6,300 to Clapp & Graham, with 1984.24a–b, d–g [price and buyer according to American Art Sales 1925]; Kaftal 1965 states that it was on the Milan market in 1930, but an annotated photograph in the Fototeca I Tatti, under Antonio da Fabriano states the polyptych was with the Florentine dealer Luigi Albrighi in 1930 [see Kaftal 1965 and the annotated photograph, Villa I Tatti, Fiesole, copy in curatorial file]; possibly Dan Fellows Platt, Englewood, New Jersey, by 1932, as Antonio da Fabriano [according to Berenson 1932, but the annotated photograph at I Tatti cited above lists Platt but adds in parenthesis “Perkins says no”]. George F. Harding, Jr. (died 1939), Chicago; bequeathed to The George F. Harding Museum, Chicago; offered for sale along with 1984.24a–b, d–g, Sotheby’s, New York, December 2, 1976, no. 180, withdrawn; transferred to the Art Institute, 1984.", 1450–1475,Tempera and oil on panel,200.0
Venetian School,Saint Giustina of Padua from an Augustinian altarpiece,https://www.artic.edu/artworks/139889/saint-giustina-of-padua-from-an-augustinian-altarpiece,"https://www.artic.edu/iiif/2/4e3acaee-ac9b-9107-5dc7-0ff8ca50c6db/full/600,/0/default.jpg",chicago_art_gallery_4e3acaee-ac9b-9107-5dc7-0ff8ca50c6db.jpg,"Robert Jenkins Nevin (died 1906), Rome, by 1906; his estate sale, Galleria Sangiorgi, Rome, April 22, 1907, no. 41, as school of Vivarini, with 1984.24a–f to Frascione, Florence [according to a letter from F. Mason Perkins to Bernard Berenson dated November 15, 1907, Biblioteca Berenson, Villa I Tatti, Fiesole, copy in curatorial file]; probably sold to Achille Chiesa (died 1921), Milan; his son Achillito Chiesa, Milan, by 1926; his sale, American Art Association, New York, pt. 2, April 16, 1926, no. 59, as Workshop of the Vivarini, for $6,300 to Clapp & Graham, with 1984.24a–f [price and buyer according to American Art Sales 1925]; Kaftal 1965 states that it was on the Milan market in 1930, but an annotated photograph in the Fototeca I Tatti, under Antonio da Fabriano states the polyptych was with the Florentine dealer Luigi Albrighi in 1930 [see Kaftal 1965 and the annotated photograph, Villa I Tatti, Fiesole, copy in curatorial file]; possibly Dan Fellows Platt, Englewood, New Jersey, by 1932, as Antonio da Fabriano [according to Berenson 1932, but the annotated photograph at I Tatti cited above lists Platt but adds in parenthesis “Perkins says no”]. George F. Harding, Jr. (died 1939), Chicago; bequeathed to The George F. Harding Museum, Chicago; offered for sale along with 1984.24a–f, Sotheby’s, New York, December 2, 1976, no. 180, withdrawn; transferred to the Art Institute, 1984.", 1450–1475,Tempera and oil on panel,200.0
Pasquale Ottino,"Virgin and Child in Glory with Saints Sebastian, John the Evangelist, and Roch",https://www.artic.edu/artworks/149753/virgin-and-child-in-glory-with-saints-sebastian-john-the-evangelist-and-roch,"https://www.artic.edu/iiif/2/c73f82cb-2ced-e3de-be94-f0615a2f4f1d/full/600,/0/default.jpg",chicago_art_gallery_c73f82cb-2ced-e3de-be94-f0615a2f4f1d.jpg,"Helene Sueur, “Propositions pour Pasquale Ottino dessinateur,” Verona Illustrata 4 (1991), pp. 65-66, pl. 150.", 1605–1615,Oil with graphite (varnished) on cream laid paper,200.0
Bernardino Lanino,Flagellation of Saint Catherine,https://www.artic.edu/artworks/129763/flagellation-of-saint-catherine,"https://www.artic.edu/iiif/2/28d87939-a0a8-7a16-7bf3-2395e9362a67/full/600,/0/default.jpg",chicago_art_gallery_28d87939-a0a8-7a16-7bf3-2395e9362a67.jpg,"Vittorio Amadeo I di Savoia (1587-1637), Turin; by descent to the Dukes of Savoy/Sabauda collection, Turin.  Cavaliere Antonio Abrate [not in Lugt], Turin; sold, 1928 [Grassi 1941, p. 205].  Durand Matthiesen Galleries, Geneva; Matthiesen Galleries, London, c. 1951 [McCullagh and Giles 1997].  Sold, Christie’s, London, July 7, 1992, lot 122 (ill.).  Sold by Aldega/Gordon, New York, to the Art Institute, 1993.", 1550–1555,Brush and brown ink and brown wash,200.0
Veronese (Paolo Caliari),Saint Luke,https://www.artic.edu/artworks/81916/saint-luke,"https://www.artic.edu/iiif/2/f5bceb93-0830-084d-6d1c-6a902d304c3f/full/600,/0/default.jpg",chicago_art_gallery_f5bceb93-0830-084d-6d1c-6a902d304c3f.jpg,"Suzanne Folds McCullagh and Laura M. Giles, Italian Drawings before 1600 in The Art Institute of Chicago:  A Catalogue of the Collection (Chicago, 1997), pp. 393-94 and 396, no. 693 (ill.).", 1780–1820,Pen and black ink,200.0
Jacopo Cavedone,Head of Saint Stephen: Study for the Martyrdom of Saint Stephen,https://www.artic.edu/artworks/117196/head-of-saint-stephen-study-for-the-martyrdom-of-saint-stephen,"https://www.artic.edu/iiif/2/b2dcf765-b39d-27ab-47e4-d4046a877ded/full/600,/0/default.jpg",chicago_art_gallery_b2dcf765-b39d-27ab-47e4-d4046a877ded.jpg,"John, 1st Earl Spencer, Althorp House, Northamptonshire [Lugt 1530].  Sold by Thomas Philipe, London, 13 June 1811, no. 428 (as Lanfranco) to Cox.  Unidentified collector [shelfmark on verso of former mount].  Sold, Christie’s, London, 11 April 1978, lot 50.  Kent Sobotik, Dayton, Ohio.  Sold, Christie’s, New York, 15 January 1992, lot 21.  Sold by P.&D. Colnaghi & Co., London and New York, to the Art Institute, 1992.", 1627–1630,Black chalk,200.0
Cristoforo Roncalli,Study for Saint Philip Neri Rescuing a Drowning Youth,https://www.artic.edu/artworks/95676/study-for-saint-philip-neri-rescuing-a-drowning-youth,"https://www.artic.edu/iiif/2/d9a2c241-5256-6557-9fe9-0440f2115ab7/full/600,/0/default.jpg",chicago_art_gallery_d9a2c241-5256-6557-9fe9-0440f2115ab7.jpg,"Art Institute of Chicago, “Drawings Rediscovered: Italian Drawings before 1600 in The Art Institute of Chicago,” Apr. 12-June 22, 1997.", 1596–1599,Oil paint on tan laid paper,200.0
Lodovico Carracci,The Conversion of Saint Paul,https://www.artic.edu/artworks/202161/the-conversion-of-saint-paul,"https://www.artic.edu/iiif/2/3153ac89-57db-b37b-d46c-abcbe5accf5f/full/600,/0/default.jpg",chicago_art_gallery_3153ac89-57db-b37b-d46c-abcbe5accf5f.jpg,This large and elaborate study for an altarpiece (illustrated below) in the Church of San Francesco in the Italian city of Bologna rivals the final painting in its ambition. The artist invented a mixed pen-and-oil technique to evoke in his drawings the kind of spectacular contrasts between light and dark characteristic of his paintings.,Made 1587–1589,Pen and iron-gall ink,200.0
Joseph Pennell,"The Hospice of Saint John, Toledo",https://www.artic.edu/artworks/116001/the-hospice-of-saint-john-toledo,"https://www.artic.edu/iiif/2/29ef797b-db01-f612-406a-fc439ddd3645/full/600,/0/default.jpg",chicago_art_gallery_29ef797b-db01-f612-406a-fc439ddd3645.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.", 1898–1908,Oiled charcoal with stumping and erasing,200.0
